source,target,relationship,weight
openai/codex#24272,windows-os,has_label,1
openai/codex#24272,extension,has_label,1
openai/codex#24272,context,has_label,1
openai/codex#24387,bug,has_label,1
openai/codex#24387,app,has_label,1
openai/codex#24387,config,has_label,1
openai/codex#19262,bug,has_label,1
openai/codex#19262,tool-calls,has_label,1
openai/codex#19925,bug,has_label,1
openai/codex#19925,TUI,has_label,1
openai/codex#24402,bug,has_label,1
openai/codex#24402,app,has_label,1
openai/codex#22444,bug,has_label,1
openai/codex#22444,CLI,has_label,1
openai/codex#22444,agent,has_label,1
openai/codex#23289,bug,has_label,1
openai/codex#23289,iOS,has_label,1
openai/codex#23289,app,has_label,1
openai/codex#23289,remote,has_label,1
openai/codex#24401,enhancement,has_label,1
openai/codex#24401,mcp,has_label,1
openai/codex#24401,skills,has_label,1
openai/codex#24401,config,has_label,1
openai/codex#23339,bug,has_label,1
openai/codex#23339,app,has_label,1
openai/codex#23339,app-server,has_label,1
openai/codex#23339,remote,has_label,1
openai/codex#23205,enhancement,has_label,1
openai/codex#23205,TUI,has_label,1
openai/codex#24394,bug,has_label,1
openai/codex#24394,auth,has_label,1
openai/codex#24394,app,has_label,1
openai/codex#24394,computer-use,has_label,1
openai/codex#24394,remote,has_label,1
openai/codex#21511,bug,has_label,1
openai/codex#21511,app,has_label,1
openai/codex#24290,bug,has_label,1
openai/codex#24290,auth,has_label,1
openai/codex#24290,app,has_label,1
openai/codex#24290,session,has_label,1
openai/codex#24291,bug,has_label,1
openai/codex#24291,windows-os,has_label,1
openai/codex#24291,app,has_label,1
openai/codex#24291,connectivity,has_label,1
openai/codex#24291,browser,has_label,1
openai/codex#20320,bug,has_label,1
openai/codex#20320,auth,has_label,1
openai/codex#24400,documentation,has_label,1
openai/codex#24400,CLI,has_label,1
openai/codex#24400,connectivity,has_label,1
openai/codex#23646,bug,has_label,1
openai/codex#23646,windows-os,has_label,1
openai/codex#23646,app,has_label,1
openai/codex#23646,plan,has_label,1
openai/codex#14223,bug,has_label,1
openai/codex#14223,TUI,has_label,1
openai/codex#14223,performance,has_label,1
openai/codex#24399,enhancement,has_label,1
openai/codex#24399,windows-os,has_label,1
openai/codex#24399,app,has_label,1
openai/codex#23164,bug,has_label,1
openai/codex#23164,tool-calls,has_label,1
openai/codex#23164,plan,has_label,1
openai/codex#23848,bug,has_label,1
openai/codex#23848,windows-os,has_label,1
openai/codex#23848,app,has_label,1
openai/codex#23848,session,has_label,1
openai/codex#24398,enhancement,has_label,1
openai/codex#24398,app,has_label,1
openai/codex#24398,subagent,has_label,1
openai/codex#24398,app-server,has_label,1
openai/codex#23713,enhancement,has_label,1
openai/codex#23713,app,has_label,1
openai/codex#23713,subagent,has_label,1
openai/codex#23713,session,has_label,1
openai/codex#23713,automations,has_label,1
openai/codex#24361,bug,has_label,1
openai/codex#24361,TUI,has_label,1
openai/codex#24361,CLI,has_label,1
openai/codex#24361,app,has_label,1
openai/codex#24361,skills,has_label,1
openai/codex#24361,app-server,has_label,1
openai/codex#24397,bug,has_label,1
openai/codex#24397,mcp,has_label,1
openai/codex#24397,CLI,has_label,1
openai/codex#24397,app-server,has_label,1
openai/codex#24397,browser,has_label,1
openai/codex#24397,performance,has_label,1
openai/codex#24396,bug,has_label,1
openai/codex#24396,CLI,has_label,1
openai/codex#24396,app-server,has_label,1
openai/codex#24396,remote,has_label,1
openai/codex#23971,bug,has_label,1
openai/codex#23971,app,has_label,1
openai/codex#23971,subagent,has_label,1
openai/codex#24392,bug,has_label,1
openai/codex#24392,iOS,has_label,1
openai/codex#24392,app,has_label,1
openai/codex#24392,session,has_label,1
openai/codex#24391,bug,has_label,1
openai/codex#24391,windows-os,has_label,1
openai/codex#24391,sandbox,has_label,1
openai/codex#24391,CLI,has_label,1
openai/codex#24373,bug,has_label,1
openai/codex#24373,windows-os,has_label,1
openai/codex#24373,auth,has_label,1
openai/codex#24373,rate-limits,has_label,1
openai/codex#24373,tool-calls,has_label,1
openai/codex#24373,app,has_label,1
openai/codex#24373,skills,has_label,1
openai/codex#24390,bug,has_label,1
openai/codex#24390,windows-os,has_label,1
openai/codex#24390,app,has_label,1
openai/codex#24390,skills,has_label,1
openai/codex#24390,session,has_label,1
openai/codex#11626,enhancement,has_label,1
openai/codex#11626,TUI,has_label,1
openai/codex#22428,bug,has_label,1
openai/codex#22428,windows-os,has_label,1
openai/codex#22428,sandbox,has_label,1
openai/codex#22428,app,has_label,1
openai/codex#9046,bug,has_label,1
openai/codex#9046,context,has_label,1
openai/codex#24386,bug,has_label,1
openai/codex#24386,app,has_label,1
openai/codex#24386,session,has_label,1
openai/codex#24385,enhancement,has_label,1
openai/codex#24385,windows-os,has_label,1
openai/codex#24385,app,has_label,1
openai/codex#24384,bug,has_label,1
openai/codex#24384,windows-os,has_label,1
openai/codex#24384,app,has_label,1
openai/codex#24384,browser,has_label,1
